rallyid,server,winner,reason,serve,strokes,totaltime,x,y,swing,contin
-1.7173690800121988,-1.0249490301428126,-0.7689680854511938,-1.2778133123301587,-0.6676958616954334,-0.5730449327433312,-0.7065651529084583,-0.9263228569882632,0.9595107010475196,0,0.0
-1.6839191918890617,-1.0249490301428126,-0.7689680854511938,-0.0307377772725468,1.4871407828671015,-0.3425282742460138,-0.010290959216667,-0.4657035538063681,-1.6049754768248232,0,-0.2
-1.6504693037659242,-1.0249490301428126,-0.7689680854511938,0.5927999902562591,1.4871407828671015,-0.8035615912406486,-0.8183128630071428,-1.0243269640482409,0.4110434111043516,0,-0.4
-1.6337443597043555,-1.0249490301428126,-0.7689680854511938,1.216337757785065,-0.6676958616954334,1.0405716767378907,1.330681561967527,0.5404719453427361,-0.0938218767094429,0,-0.6000000000000001
-1.6002944715812184,0.9687874394500556,-0.7689680854511938,-0.0307377772725468,1.4871407828671015,0.3490217012459384,0.64300334597563,-1.3902089637388242,0.5820091562958414,0,-0.8
-1.5835695275196495,0.9687874394500556,-0.7689680854511938,-1.2778133123301587,-0.6676958616954334,1.5016049937325255,-0.7065651529084549,-0.3611658396090586,-0.4701760003524532,0,-1.0
-1.5501196393965124,0.9687874394500556,1.2912860302859672,-1.2778133123301587,-0.6676958616954334,-0.3425282742460138,-0.6721812421088671,0.8442846772286668,0.5923359462738508,1,0.0
-1.516669751273375,0.9687874394500556,-0.7689680854511938,1.216337757785065,1.4871407828671015,1.732121652229843,2.018359777959412,-0.2435609111370854,-0.2556082530315907,1,0.0
-1.4999448072118065,0.9687874394500556,-0.7689680854511938,-0.0307377772725468,-0.6676958616954334,-0.5730449327433312,-0.3369381118128186,-1.2040011603248666,1.4058575123192605,0,-0.2
-1.4832198631502378,-1.0249490301428126,-0.7689680854511938,-0.0307377772725468,-0.6676958616954334,-0.8035615912406486,-0.7323530860081519,-0.1194223755277804,1.5894448897060949,0,-0.4
-1.4497699750271007,-1.0249490301428126,-0.7689680854511938,-0.0307377772725468,-0.6676958616954334,-0.3425282742460138,-0.0446748700162609,0.2268588027508075,1.9084279579157195,0,-0.6000000000000001
-1.433045030965532,-1.0249490301428126,-0.7689680854511938,-0.0307377772725468,-0.6676958616954334,0.118505042748621,0.4710837919776542,1.2395679090372438,1.0191765986982406,0,-0.8
-1.4163200869039634,-1.0249490301428126,-0.7689680854511938,0.5927999902562591,-0.6676958616954334,-1.034078249737966,-0.9042726400061276,-1.0243269640482409,-0.3864142594197101,0,-1.0
-1.3995951428423947,0.9687874394500556,-0.7689680854511938,-1.2778133123301587,-0.6676958616954334,1.5016049937325255,1.8722281570611568,-1.3804085530328265,0.9009922245054658,0,-1.2
-1.3661452547192574,0.9687874394500556,1.2912860302859672,-0.0307377772725468,1.4871407828671015,-0.8035615912406486,-0.7409490637080549,0.0047161600815246,1.2716092426051375,1,0.0
-1.3326953665961203,0.9687874394500556,-0.7689680854511938,-1.2778133123301587,-0.6676958616954334,-0.3425282742460138,-0.7495450414079702,0.8312174629540031,1.0306508097849174,1,0.0
-1.3159704225345517,0.9687874394500556,1.2912860302859672,-1.2778133123301587,-0.6676958616954334,-0.5730449327433312,-0.3627260449125155,1.190565855507255,-1.1907564565957782,1,0.0
-1.299245478472983,0.9687874394500556,-0.7689680854511938,-0.0307377772725468,-0.6676958616954334,0.3490217012459384,0.4366998811780663,1.3865740696272102,-1.0966679256850256,1,0.0
-1.2657955903498457,0.9687874394500556,1.2912860302859672,-0.0307377772725468,-0.6676958616954334,-0.8035615912406486,-0.7237571083082488,1.170965034095259,1.2452185571057803,1,0.0
-1.249070646288277,0.9687874394500556,1.2912860302859672,-0.0307377772725468,-0.6676958616954334,-0.8035615912406486,-0.7323530860081641,-0.8119847320849559,1.257840189301125,0,0.2
-1.2323457022267084,0.9687874394500556,1.2912860302859672,-0.0307377772725468,-0.6676958616954334,-0.3425282742460138,-0.1736145355147458,-1.2660704281295192,-0.5768861634585507,0,0.4
-1.2156207581651397,-1.0249490301428126,-0.7689680854511938,0.5927999902562591,-0.6676958616954334,-1.034078249737966,-0.9042726400061276,-0.0410190898797982,0.2871219313682386,1,0.0
-1.198895814103571,-1.0249490301428126,-0.7689680854511938,1.216337757785065,-0.6676958616954334,0.118505042748621,0.6687912790753148,-0.972058106949586,-0.0857899289487688,0,-0.2
-1.1821708700420026,-1.0249490301428126,-0.7689680854511938,0.5927999902562591,-0.6676958616954334,-1.034078249737966,-0.9042726400061276,-0.1716912326264349,0.5200484164277844,0,-0.4
-1.165445925980434,-1.0249490301428126,-0.7689680854511938,-1.2778133123301587,-0.6676958616954334,-0.1120116157486963,-0.7495450414079458,0.841017873660001,0.775923323660685,0,-0.6000000000000001
-1.1319960378572966,0.9687874394500556,-0.7689680854511938,-0.0307377772725468,1.4871407828671015,-0.5730449327433312,-0.440089844211582,-1.488213070798802,1.0799899174576295,0,-0.8
-1.115271093795728,0.9687874394500556,1.2912860302859672,1.216337757785065,-0.6676958616954334,-0.8035615912406486,-0.7237571083082244,0.8867531236213239,0.4500557287990539,1,0.0
-1.098546149734159,0.9687874394500556,1.2912860302859672,-1.2778133123301587,-0.6676958616954334,-0.5730449327433312,-0.2337863794140062,-0.511438803767691,0.3054806691069221,0,0.2
-1.065096261611022,0.9687874394500556,-0.7689680854511938,-0.0307377772725468,1.4871407828671015,1.271088335235208,1.6573287145636908,1.206899873350584,1.257840189301125,1,0.0
-1.031646373487885,0.9687874394500556,1.2912860302859672,1.216337757785065,1.4871407828671015,0.118505042748621,0.6344073682757514,-0.6127097143963347,-0.100706403361449,1,0.0
-1.0149214294263162,0.9687874394500556,1.2912860302859672,-0.0307377772725468,-0.6676958616954334,-0.8035615912406486,-0.7409490637080549,-0.0671535184291256,-1.6313661623241806,0,0.2
-0.9981964853647476,-1.0249490301428126,-0.7689680854511938,1.216337757785065,-0.6676958616954334,0.5795383597432558,-0.689373197508661,1.184032248369923,-0.020386925754709,1,0.0
-0.9647465972416104,-1.0249490301428126,-0.7689680854511938,-0.0307377772725468,1.4871407828671015,1.9626383107271603,2.688846038551472,-1.354274124483499,1.1671939217163756,0,-0.2
-0.9312967091184732,-1.0249490301428126,-0.7689680854511938,-1.2778133123301587,1.4871407828671015,-0.3425282742460138,-0.1650185578148305,-1.2268687853055282,-1.9698553893811568,0,-0.4
-0.9145717650569044,-1.0249490301428126,-0.7689680854511938,-1.2778133123301587,-0.6676958616954334,-0.5730449327433312,-0.4830697327110851,1.1121625698592723,-1.066834976859665,0,-0.6000000000000001
-0.8811218769337672,0.9687874394500556,1.2912860302859672,-1.2778133123301587,1.4871407828671015,0.3490217012459384,0.6172154128759207,1.190565855507255,-1.4902333659580518,1,0.0
-0.8309470447490612,0.9687874394500556,1.2912860302859672,1.216337757785065,1.4871407828671015,2.423671627721795,2.8263816817498726,0.4457346418514243,-0.100706403361449,0,0.2
-0.797497156625924,0.9687874394500556,1.2912860302859672,1.216337757785065,1.4871407828671015,-0.3425282742460138,-0.7323530860081641,0.6090748202847205,-0.1638145643381734,0,0.4
